order_id,date,customer_id,age,gender,city,region,income,category,subcategory,price,quantity,discount_percent,final_amount,payment_method,customer_segment,marketing_campaign,marketing_channel,device_type,shipping_method,satisfaction_rating,returned,acquisition_source,customer_lifetime_value,retention_score,month,year,day_of_week,quarter,season,registration_date,days_since_registration,Average Order Value,revenue_per_customer,discount_amount,gross_revenue,net_revenue,roi,conversion_rate
ORD010824,2023-10-10,CUST02581,61,Male,Aswan,Upper Egypt,6551,Travel,Accessories,940,1,0,940.0,Credit Card,Budget,No Campaign,Search Engine,Mobile,Store Pickup,3.3,False,Paid Search,40608.0,69.0,10,2023,Tuesday,Q4,Fall,2021-06-19,843,940.0,0.3152246814218645,0.0,940,940.0,inf,7
ORD010825,2023-03-23,CUST00612,31,Female,Aswan,Upper Egypt,7306,Health,Supplements,928,2,28,1336.32,Mobile Payment,Budget,Spring Sale,Social Media,Tablet,Express,4.0,False,Direct,64143.36,83.0,3,2023,Thursday,Q1,Spring,2021-04-06,716,668.16,0.44812877263581485,259.84,1856,1336.32,4.142857142857143,5
ORD010826,2024-01-06,CUST00880,22,Male,Damanhur,Delta,4692,Electronics,Smartphones,5262,1,11,-4683.18,Buy Now Pay Later,Budget,New Year,Outdoor,Tablet,Express,4.3,True,Social Media,-73057.61,76.0,1,2024,Saturday,Q1,Winter,2021-05-13,968,-4683.18,-1.570482897384306,578.82,5262,-4683.18,-9.09090909090909,7
ORD010827,2023-11-18,CUST02976,29,Male,Giza,Greater Cairo,10235,Beauty,Mens Grooming,750,2,12,1320.0,Credit Card,Premium,Black Friday,Mobile App,Mobile,Next Day,5.0,False,Email,64944.0,90.0,11,2023,Saturday,Q4,Fall,2021-07-19,852,660.0,0.4426559356136821,90.0,1500,1320.0,13.666666666666666,4
ORD010828,2021-05-03,CUST00338,21,Male,Ismailia,Suez Canal,3970,Software,Productivity,488,3,0,-1464.0,Buy Now Pay Later,Budget,No Campaign,TV,Mobile,Standard,3.5,True,Social Media,-87840.0,64.0,5,2021,Monday,Q2,Spring,2021-04-14,19,-488.0,-0.4909456740442656,0.0,1464,-1464.0,-inf,8
ORD010829,2023-12-07,CUST02440,66,Female,Sharm El Sheikh,Red Sea,11717,Books,Non-Fiction,252,3,0,756.0,Mobile Payment,Premium,No Campaign,TV,Desktop,Express,3.3,False,Partnership,28123.2,48.0,12,2023,Thursday,Q4,Winter,2021-05-01,950,252.0,0.2535211267605634,0.0,756,756.0,inf,6
ORD010830,2023-04-02,CUST00051,57,Female,Damanhur,Delta,7331,Books,Fiction,194,1,0,194.0,Credit Card,Regular,No Campaign,Print,Mobile,Express,4.1,False,Email,3724.8,73.0,4,2023,Sunday,Q2,Spring,2021-11-22,496,194.0,0.06505700871898056,0.0,194,194.0,inf,11
ORD010831,2023-03-24,CUST02388,36,Female,Suez,Suez Canal,6513,Beauty,Skincare,235,6,0,1410.0,Bank Transfer,Budget,No Campaign,Referral,Mobile,Express,3.1,False,Email,23688.0,58.0,3,2023,Friday,Q1,Spring,2021-04-23,700,235.0,0.47283702213279677,0.0,1410,1410.0,inf,6
ORD010832,2023-03-07,CUST02220,39,Male,Aswan,Upper Egypt,3231,Clothing,Womens,267,1,0,267.0,Credit Card,First-time,No Campaign,Influencer,Tablet,Standard,4.1,False,Organic Search,5767.2,59.0,3,2023,Tuesday,Q1,Spring,2021-08-22,562,267.0,0.08953722334004025,0.0,267,267.0,inf,6
ORD010833,2021-10-06,CUST01018,54,Female,Alexandria,Alexandria,14796,Travel,Luggage,2429,3,0,7287.0,Digital Wallet,VIP,No Campaign,Radio,Tablet,Express,3.8,False,Direct,34977.6,62.0,10,2021,Wednesday,Q4,Fall,2021-09-27,9,2429.0,2.443661971830986,0.0,7287,7287.0,inf,7
ORD010834,2023-07-13,CUST01883,23,Male,Sharm El Sheikh,Red Sea,6334,Toys,Dolls,200,2,35,260.0,Digital Wallet,Regular,Flash Sale,Search Engine,Tablet,Standard,3.8,False,Print Ad,7800.0,68.0,7,2023,Thursday,Q3,Summer,2021-01-28,896,130.0,0.08718980549966465,70.0,400,260.0,2.7142857142857144,5
ORD010835,2023-08-17,CUST02787,47,Male,Sohag,Upper Egypt,9704,Automotive,Electronics,1222,2,0,2444.0,Mobile Payment,Premium,No Campaign,Print,Mobile,Next Day,3.9,False,Referral,143707.2,72.0,8,2023,Thursday,Q3,Summer,2021-08-05,742,1222.0,0.8195841716968477,0.0,2444,2444.0,inf,2
ORD010836,2023-06-15,CUST00755,68,Female,Mansoura,Delta,8543,Health,Supplements,483,2,37,608.58,Digital Wallet,Premium,Summer Sale,Print,Mobile,Express,4.2,False,TV Ad,8033.26,65.0,6,2023,Thursday,Q2,Summer,2021-02-23,842,304.29,0.20408450704225353,178.71,966,608.58,2.4054054054054053,5
ORD010837,2023-05-02,CUST01014,59,Female,Luxor,Upper Egypt,7966,Books,Children,185,3,16,466.2,Debit Card,Budget,Flash Sale,Radio,Mobile,Standard,3.6,False,Email,19580.4,67.0,5,2023,Tuesday,Q2,Spring,2021-05-02,730,155.4,0.15633802816901407,29.6,555,466.2,14.749999999999998,4
ORD010838,2022-02-27,CUST00768,48,Male,Aswan,Upper Egypt,9974,Books,Technical,190,3,20,456.0,Gift Card,Regular,Valentine,Referral,Tablet,Store Pickup,3.8,False,Organic Search,6566.4,78.0,2,2022,Sunday,Q1,Winter,2021-12-01,88,152.0,0.1529175050301811,38.0,570,456.0,11.0,2
ORD010839,2023-02-03,CUST00166,59,Male,Zagazig,Delta,7536,Food,Frozen,190,1,40,114.0,Credit Card,Regular,Valentine,Radio,Mobile,Standard,3.9,False,Paid Search,273.6,59.0,2,2023,Friday,Q1,Winter,2021-12-12,418,114.0,0.03822937625754527,76.0,190,114.0,0.5,8
ORD010840,2022-12-07,CUST00300,39,Female,Sharm El Sheikh,Red Sea,8927,Home & Garden,Decor,583,2,0,1166.0,Mobile Payment,Premium,No Campaign,Email,Smart TV,Same Day,3.9,False,Organic Search,4197.6,69.0,12,2022,Wednesday,Q4,Winter,2021-10-12,421,583.0,0.39101274312541917,0.0,1166,1166.0,inf,6
ORD010841,2022-05-18,CUST01611,54,Female,Aswan,Upper Egypt,7164,Travel,Comfort,593,2,0,1186.0,Credit Card,Regular,No Campaign,Mobile App,Desktop,Express,4.0,False,TV Ad,4269.6,83.0,5,2022,Wednesday,Q2,Spring,2021-11-03,196,593.0,0.397719651240778,0.0,1186,1186.0,inf,4
ORD010842,2022-09-22,CUST02297,43,Male,Port Said,Suez Canal,6001,Books,Technical,198,3,12,522.72,Cash on Delivery,Budget,Back to School,Print,Tablet,Standard,4.4,False,TV Ad,11290.75,90.0,9,2022,Thursday,Q3,Fall,2021-12-04,292,174.24,0.17529175050301812,23.76,594,522.72,21.0,10
ORD010843,2023-07-24,CUST02882,52,Male,Suez,Suez Canal,8921,Health,Wellness,361,1,33,241.87,Credit Card,Regular,Flash Sale,Direct,Desktop,Store Pickup,4.4,False,Direct,14221.96,86.0,7,2023,Monday,Q3,Summer,2021-03-25,851,241.87,0.08110999329309189,119.13,361,241.87,1.0303030303030305,5
ORD010844,2021-06-30,CUST02717,59,Female,Suez,Suez Canal,6442,Travel,Luggage,851,2,24,1293.52,Debit Card,Budget,Summer Sale,Mobile App,Mobile,Express,4.1,False,Paid Search,58984.51,59.0,6,2021,Wednesday,Q2,Summer,2021-02-09,141,646.76,0.433775989268947,204.24,1702,1293.52,5.333333333333333,5
ORD010845,2023-06-18,CUST02143,64,Female,Sharm El Sheikh,Red Sea,10273,Home & Garden,Tools,2228,3,0,6684.0,Cash on Delivery,Regular,No Campaign,Direct,Tablet,Standard,3.6,False,Referral,128332.8,56.0,6,2023,Sunday,Q2,Summer,2021-10-26,600,2228.0,2.2414486921529173,0.0,6684,6684.0,inf,11
ORD010846,2023-04-10,CUST01885,28,Male,Aswan,Upper Egypt,2384,Software,Education,1388,2,37,1748.88,Credit Card,First-time,Ramadan,Outdoor,Mobile,Store Pickup,3.6,False,Email,39874.46,69.0,4,2023,Monday,Q2,Spring,2021-03-12,759,874.44,0.5864788732394367,513.56,2776,1748.88,2.405405405405406,8
ORD010847,2024-01-16,CUST00758,68,Female,Sohag,Upper Egypt,9572,Software,Productivity,761,4,0,3044.0,Credit Card,Premium,No Campaign,Email,Tablet,Same Day,4.5,False,Partnership,124195.2,89.0,1,2024,Tuesday,Q1,Winter,2021-09-20,848,761.0,1.0207914151576123,0.0,3044,3044.0,inf,4
ORD010848,2023-11-13,CUST01240,61,Female,Zagazig,Delta,5658,Toys,Action Figures,580,3,20,1392.0,Credit Card,Budget,Black Friday,Radio,Mobile,Express,3.5,False,Social Media,56793.6,61.0,11,2023,Monday,Q4,Fall,2021-12-29,684,464.0,0.46680080482897385,116.0,1740,1392.0,11.0,6
ORD010849,2023-02-12,CUST00338,21,Male,Ismailia,Suez Canal,3970,Electronics,Cameras,6956,2,0,-13912.0,Buy Now Pay Later,Budget,No Campaign,Outdoor,Tablet,Store Pickup,4.0,True,Paid Search,-584304.0,82.0,2,2023,Sunday,Q1,Winter,2021-04-14,669,-6956.0,-4.665325285043595,0.0,13912,-13912.0,-inf,8
ORD010850,2022-02-12,CUST01570,32,Female,Luxor,Upper Egypt,5196,Health,Personal Care,930,2,0,1860.0,Digital Wallet,Budget,No Campaign,Search Engine,Mobile,Express,3.9,False,Organic Search,87048.0,79.0,2,2022,Saturday,Q1,Winter,2021-08-11,185,930.0,0.6237424547283702,0.0,1860,1860.0,inf,9
ORD010851,2023-06-12,CUST02385,25,Female,Aswan,Upper Egypt,7383,Home & Garden,Kitchen,2377,3,0,7131.0,Mobile Payment,Regular,No Campaign,Affiliate,Tablet,Store Pickup,3.5,False,Affiliate,376516.8,45.0,6,2023,Monday,Q2,Summer,2021-06-18,724,2377.0,2.391348088531187,0.0,7131,7131.0,inf,8
ORD010852,2023-06-19,CUST00170,60,Male,Sharm El Sheikh,Red Sea,9610,Home & Garden,Tools,2614,1,33,1751.38,Debit Card,Regular,Summer Sale,TV,Mobile,Express,3.7,False,Influencer,44134.78,73.0,6,2023,Monday,Q2,Summer,2021-11-26,570,1751.38,0.5873172367538565,862.62,2614,1751.38,1.0303030303030305,5
ORD010853,2023-01-04,CUST01394,54,Male,Aswan,Upper Egypt,8288,Home & Garden,Kitchen,2759,2,0,5518.0,Debit Card,Regular,No Campaign,Search Engine,Mobile,Express,3.2,False,TV Ad,158918.4,58.0,1,2023,Wednesday,Q1,Winter,2021-02-10,693,2759.0,1.8504359490274984,0.0,5518,5518.0,inf,6
ORD010854,2023-01-14,CUST01861,51,Female,Damanhur,Delta,4205,Books,Non-Fiction,72,1,40,43.2,Cash on Delivery,Budget,New Year,Referral,Mobile,Store Pickup,4.0,False,Social Media,881.28,59.0,1,2023,Saturday,Q1,Winter,2021-08-12,520,43.2,0.01448692152917505,28.8,72,43.2,0.5000000000000001,6
ORD010855,2022-11-02,CUST00027,38,Male,Aswan,Upper Egypt,7176,Food,Organic,59,8,23,363.44,Digital Wallet,Budget,Holiday Special,Influencer,Tablet,Standard,4.1,False,Print Ad,20061.89,77.0,11,2022,Wednesday,Q4,Fall,2021-04-26,555,45.43,0.12187793427230047,13.57,472,363.44,25.782608695652172,9
ORD010856,2022-05-11,CUST02123,31,Female,Luxor,Upper Egypt,8463,Clothing,Womens,115,1,0,115.0,Cash on Delivery,Regular,No Campaign,Referral,Mobile,Standard,3.0,False,Influencer,4278.0,61.0,5,2022,Wednesday,Q2,Spring,2021-09-01,252,115.0,0.03856472166331321,0.0,115,115.0,inf,7
ORD010857,2021-12-23,CUST00060,30,Female,Alexandria,Alexandria,13565,Books,Technical,136,4,18,446.08,Digital Wallet,VIP,Black Friday,Influencer,Mobile,Same Day,4.8,False,Affiliate,11776.51,82.0,12,2021,Thursday,Q4,Winter,2021-03-13,285,111.52,0.14959087860496312,24.48,544,446.08,17.22222222222222,11
ORD010858,2023-07-27,CUST01301,36,Male,Giza,Greater Cairo,11746,Health,Personal Care,493,5,39,1503.65,Gift Card,Regular,Flash Sale,Affiliate,Mobile,Standard,3.5,False,Partnership,43305.12,66.0,7,2023,Thursday,Q3,Summer,2021-12-03,601,300.73,0.5042421193829645,192.27,2465,1503.65,6.820512820512821,6
ORD010859,2023-11-25,CUST02680,18,Male,Minya,Upper Egypt,5954,Software,Education,615,1,32,418.2,Digital Wallet,Regular,Holiday Special,Print,Desktop,Express,4.4,False,Direct,22080.96,93.0,11,2023,Saturday,Q4,Fall,2021-08-10,837,418.2,0.1402414486921529,196.8,615,418.2,1.1249999999999998,8
ORD010860,2021-05-15,CUST00799,31,Male,Sharm El Sheikh,Red Sea,7173,Books,Children,94,1,0,94.0,Buy Now Pay Later,Budget,No Campaign,Outdoor,Mobile,Express,3.7,False,TV Ad,5414.4,55.0,5,2021,Saturday,Q2,Spring,2021-04-19,26,94.0,0.031522468142186455,0.0,94,94.0,inf,10
ORD010861,2023-10-03,CUST01699,37,Female,Cairo,Greater Cairo,12768,Food,Snacks,117,7,0,819.0,Mobile Payment,Premium,No Campaign,Mobile App,Mobile,Express,4.0,False,Partnership,7862.4,83.0,10,2023,Tuesday,Q4,Fall,2021-02-01,974,117.0,0.2746478873239437,0.0,819,819.0,inf,5
ORD010862,2023-03-13,CUST00462,36,Female,Damanhur,Delta,5912,Electronics,Gaming,5727,3,9,15634.71,Buy Now Pay Later,Budget,Spring Sale,TV,Desktop,Store Pickup,3.4,False,Influencer,506564.6,46.0,3,2023,Monday,Q1,Spring,2021-08-24,566,5211.57,5.243028169014084,515.43,17181,15634.71,29.333333333333332,12
ORD010863,2021-12-02,CUST00340,58,Male,Mansoura,Delta,6725,Books,Children,223,2,0,446.0,Credit Card,Regular,No Campaign,Outdoor,Smart TV,Standard,3.3,False,Print Ad,26224.8,46.0,12,2021,Thursday,Q4,Winter,2021-07-09,146,223.0,0.14956405097250167,0.0,446,446.0,inf,7
ORD010864,2023-11-04,CUST00403,52,Female,Sharm El Sheikh,Red Sea,9528,Travel,Comfort,1662,3,33,3340.62,Digital Wallet,Premium,Holiday Special,Affiliate,Smart TV,Same Day,4.2,False,Social Media,152332.27,70.0,11,2023,Saturday,Q4,Fall,2021-07-27,830,1113.54,1.120261569416499,548.46,4986,3340.62,5.09090909090909,7
ORD010865,2023-11-14,CUST00025,42,Female,Cairo,Greater Cairo,9940,Home & Garden,Tools,800,2,38,992.0,Gift Card,Regular,Black Friday,TV,Mobile,Express,3.8,False,Paid Search,7142.4,62.0,11,2023,Tuesday,Q4,Fall,2021-06-28,869,496.0,0.33266264252179745,304.0,1600,992.0,2.263157894736842,8
ORD010866,2023-05-02,CUST02322,61,Female,Alexandria,Alexandria,14217,Home & Garden,Decor,2723,1,15,2314.55,Digital Wallet,VIP,Flash Sale,Influencer,Voice Assistant,Next Day,4.0,False,Partnership,105543.48,67.0,5,2023,Tuesday,Q2,Spring,2021-09-25,584,2314.55,0.7761737089201879,408.45,2723,2314.55,4.666666666666667,5
ORD010867,2023-02-07,CUST00077,24,Male,Tanta,Delta,3313,Software,Security,763,4,29,2166.92,Digital Wallet,Budget,Valentine,Outdoor,Mobile,Express,3.5,False,Event,26003.04,49.0,2,2023,Tuesday,Q1,Winter,2021-07-03,584,541.73,0.7266666666666667,221.27,3052,2166.92,8.793103448275861,7
ORD010868,2023-02-22,CUST01456,37,Male,Alexandria,Alexandria,6413,Home & Garden,Furniture,278,1,40,166.8,Gift Card,Budget,Valentine,Social Media,Mobile,Standard,3.8,False,Social Media,7806.24,71.0,2,2023,Wednesday,Q1,Winter,2021-12-17,432,166.8,0.05593561368209256,111.2,278,166.8,0.5000000000000001,9
ORD010869,2023-10-07,CUST01859,35,Female,Tanta,Delta,8893,Software,Security,901,1,12,-792.88,Cash on Delivery,Regular,Back to School,TV,Mobile,Standard,3.7,True,Affiliate,-33300.96,77.0,10,2023,Saturday,Q4,Fall,2021-06-21,838,-792.88,-0.26588866532528505,108.12,901,-792.88,-8.333333333333332,3
ORD010870,2023-05-31,CUST01713,41,Female,Alexandria,Alexandria,14350,Health,Wellness,609,6,0,3654.0,Digital Wallet,Premium,No Campaign,TV,Mobile,Express,4.1,False,Affiliate,21924.0,59.0,5,2023,Wednesday,Q2,Spring,2021-03-07,815,609.0,1.2253521126760563,0.0,3654,3654.0,inf,1
ORD010871,2023-02-04,CUST00725,33,Female,Sohag,Upper Egypt,2970,Beauty,Mens Grooming,332,7,0,2324.0,Digital Wallet,First-time,No Campaign,Social Media,Mobile,Store Pickup,3.2,False,Affiliate,52987.2,61.0,2,2023,Saturday,Q1,Winter,2021-06-02,612,332.0,0.7793427230046949,0.0,2324,2324.0,inf,6
ORD010872,2023-09-19,CUST00222,55,Female,Aswan,Upper Egypt,5914,Food,Frozen,221,7,0,1547.0,Cash on Delivery,Budget,No Campaign,Influencer,Mobile,Store Pickup,3.6,False,Event,64974.0,58.0,9,2023,Tuesday,Q3,Fall,2021-06-01,840,221.0,0.5187793427230047,0.0,1547,1547.0,inf,5
ORD010873,2023-02-24,CUST02718,27,Female,Suez,Suez Canal,5926,Beauty,Skincare,562,7,0,3934.0,Credit Card,Budget,No Campaign,Influencer,Mobile,Standard,3.8,False,Influencer,33045.6,62.0,2,2023,Friday,Q1,Winter,2021-07-23,581,562.0,1.3192488262910798,0.0,3934,3934.0,inf,4
ORD010874,2023-08-30,CUST02150,59,Male,Ismailia,Suez Canal,7927,Books,Fiction,319,2,0,638.0,Debit Card,Budget,No Campaign,Influencer,Mobile,Store Pickup,3.5,False,Paid Search,16843.2,47.0,8,2023,Wednesday,Q3,Summer,2021-02-14,927,319.0,0.21395036887994634,0.0,638,638.0,inf,5
ORD010875,2023-11-04,CUST01520,32,Male,Suez,Suez Canal,4931,Food,Frozen,66,3,28,142.56,Bank Transfer,Budget,Black Friday,Outdoor,Mobile,Express,3.3,False,Paid Search,1026.43,68.0,11,2023,Saturday,Q4,Fall,2021-05-01,917,47.52,0.047806841046277665,18.48,198,142.56,6.714285714285714,5
ORD010876,2024-01-09,CUST00114,38,Male,Ismailia,Suez Canal,7872,Clothing,Womens,385,3,0,1155.0,Buy Now Pay Later,Regular,No Campaign,Print,Mobile,Express,3.3,False,Partnership,65142.0,50.0,1,2024,Tuesday,Q1,Winter,2021-06-17,936,385.0,0.3873239436619718,0.0,1155,1155.0,inf,8
ORD010877,2021-08-08,CUST01662,29,Male,Damanhur,Delta,5912,Beauty,Fragrance,629,1,31,434.01,Mobile Payment,Regular,Flash Sale,Referral,Tablet,Express,4.1,False,Social Media,10937.05,67.0,8,2021,Sunday,Q3,Summer,2021-03-22,139,434.01,0.14554325955734407,194.99,629,434.01,1.225806451612903,7
ORD010878,2023-03-28,CUST01245,23,Female,Tanta,Delta,5638,Electronics,Gaming,3931,2,16,6604.08,Mobile Payment,Regular,Mother Day,Search Engine,Tablet,Express,3.5,False,Affiliate,285296.26,67.0,3,2023,Tuesday,Q1,Spring,2021-08-27,578,3302.04,2.2146478873239435,628.96,7862,6604.08,9.5,6
ORD010879,2023-03-05,CUST00632,34,Male,Mansoura,Delta,3855,Electronics,Smartphones,2476,2,0,4952.0,Mobile Payment,Budget,No Campaign,Social Media,Mobile,Standard,3.7,False,Email,17827.2,75.0,3,2023,Sunday,Q1,Spring,2021-02-10,753,2476.0,1.6606304493628437,0.0,4952,4952.0,inf,3
ORD010880,2022-08-15,CUST02113,31,Male,Sohag,Upper Egypt,5668,Sports,Team Sports,942,1,30,659.4,Cryptocurrency,Budget,Flash Sale,Search Engine,Mobile,Express,3.8,False,Paid Search,33233.76,74.0,8,2022,Monday,Q3,Summer,2021-08-20,360,659.4,0.22112676056338026,282.6,942,659.4,1.333333333333333,5
ORD010881,2023-09-07,CUST01188,65,Female,Cairo,Greater Cairo,13966,Travel,Luggage,2213,1,30,1549.1,Digital Wallet,VIP,Back to School,Search Engine,Mobile,Express,3.9,False,Event,57626.52,62.0,9,2023,Thursday,Q3,Fall,2021-03-22,899,1549.1,0.5194835680751173,663.9,2213,1549.1,1.3333333333333333,7
ORD010882,2022-08-07,CUST01729,66,Female,Minya,Upper Egypt,5159,Travel,Gear,526,3,29,1120.38,Debit Card,Regular,Summer Sale,Outdoor,Mobile,Standard,4.2,False,Event,20166.84,81.0,8,2022,Sunday,Q3,Summer,2021-11-29,251,373.46000000000004,0.3757142857142858,152.54,1578,1120.38,6.344827586206898,5
ORD010883,2023-12-01,CUST02231,22,Female,Ismailia,Suez Canal,5925,Software,Gaming,1418,3,6,3998.76,Buy Now Pay Later,Regular,Holiday Special,Search Engine,Mobile,Express,3.7,False,Referral,187141.97,63.0,12,2023,Friday,Q4,Winter,2021-12-31,700,1332.92,1.3409657947686118,85.08,4254,3998.76,46.00000000000001,6
ORD010884,2023-03-18,CUST02756,45,Female,Alexandria,Alexandria,14286,Health,Pharmacy,272,2,0,544.0,Digital Wallet,Premium,No Campaign,Referral,Mobile,Same Day,3.8,False,Print Ad,1958.4,78.0,3,2023,Saturday,Q1,Spring,2021-08-26,569,272.0,0.18242790073775988,0.0,544,544.0,inf,5
ORD010885,2022-12-11,CUST01316,70,Female,Zagazig,Delta,8067,Travel,Guides,1198,3,19,2911.14,Credit Card,Regular,Holiday Special,Mobile App,Tablet,Standard,4.3,False,Email,90827.57,77.0,12,2022,Sunday,Q4,Winter,2021-09-03,464,970.38,0.9762374245472837,227.62,3594,2911.14,11.789473684210526,11
ORD010886,2023-09-11,CUST02765,66,Male,Damanhur,Delta,4516,Home & Garden,Appliance,2742,1,0,2742.0,Credit Card,Budget,No Campaign,Affiliate,Desktop,Store Pickup,3.0,False,Organic Search,157939.2,64.0,9,2023,Monday,Q3,Fall,2021-07-30,773,2742.0,0.9195171026156942,0.0,2742,2742.0,inf,7
ORD010887,2023-12-04,CUST02007,23,Female,Port Said,Suez Canal,5236,Electronics,Audio,1113,2,34,1469.16,Digital Wallet,Budget,Holiday Special,TV,Mobile,Express,4.5,False,Organic Search,86386.61,74.0,12,2023,Monday,Q4,Winter,2021-06-07,910,734.58,0.4926760563380282,378.42,2226,1469.16,2.8823529411764706,5
ORD010888,2023-02-22,CUST02765,66,Male,Damanhur,Delta,4516,Travel,Comfort,448,3,37,846.72,Credit Card,Budget,Valentine,Direct,Tablet,Store Pickup,3.5,False,Email,5080.32,56.0,2,2023,Wednesday,Q1,Winter,2021-07-30,572,282.24,0.283943661971831,165.76,1344,846.72,4.108108108108109,7
ORD010889,2023-04-10,CUST00731,60,Female,Minya,Upper Egypt,7838,Home & Garden,Kitchen,601,1,8,552.92,Debit Card,Budget,Ramadan,Email,Tablet,Express,3.9,False,Print Ad,21232.13,64.0,4,2023,Monday,Q2,Spring,2021-03-31,740,552.92,0.18541918175720992,48.08,601,552.92,10.5,5
ORD010890,2023-03-28,CUST01854,21,Male,Luxor,Upper Egypt,2941,Clothing,Accessories,829,3,15,-2113.95,Mobile Payment,First-time,Spring Sale,Referral,Tablet,Express,3.9,True,Affiliate,-60881.76,56.0,3,2023,Tuesday,Q1,Spring,2021-12-18,465,-704.65,-0.7089034205231388,124.35,2487,-2113.95,-18.0,7
ORD010891,2023-05-10,CUST02785,25,Female,Port Said,Suez Canal,8846,Clothing,Formal,861,1,31,594.09,Buy Now Pay Later,Regular,Flash Sale,Print,Desktop,Store Pickup,4.0,False,Partnership,12832.34,64.0,5,2023,Wednesday,Q2,Spring,2021-03-15,786,594.09,0.19922535211267606,266.91,861,594.09,1.2258064516129032,8
ORD010892,2023-03-07,CUST01142,59,Male,Tanta,Delta,10884,Travel,Gear,1304,3,35,-2542.8,Debit Card,Regular,Mother Day,Radio,Desktop,Express,3.6,True,Organic Search,-54924.48,63.0,3,2023,Tuesday,Q1,Spring,2021-12-15,447,-847.6,-0.8527162977867204,456.4,3912,-2542.8,-6.571428571428572,8
ORD010893,2023-07-26,CUST02208,52,Male,Sharm El Sheikh,Red Sea,7441,Sports,Individual Sports,1652,3,0,-4956.0,Credit Card,Budget,No Campaign,Social Media,Mobile,Standard,4.0,True,TV Ad,-172468.8,70.0,7,2023,Wednesday,Q3,Summer,2021-04-05,842,-1652.0,-1.6619718309859155,0.0,4956,-4956.0,-inf,6
ORD010894,2023-06-23,CUST01798,49,Female,Damanhur,Delta,6334,Food,International,107,8,24,650.56,Cryptocurrency,Budget,Summer Sale,Referral,Tablet,Standard,3.9,False,Print Ad,22639.49,75.0,6,2023,Friday,Q2,Summer,2021-07-06,717,81.32,0.21816230717639168,25.68,856,650.56,24.333333333333332,4
ORD010895,2023-09-07,CUST01221,47,Female,Luxor,Upper Egypt,10108,Travel,Comfort,1749,1,30,1224.3,Digital Wallet,Premium,Flash Sale,Radio,Mobile,Next Day,4.2,False,Paid Search,39667.32,80.0,9,2023,Thursday,Q3,Fall,2021-12-12,634,1224.3,0.41056338028169015,524.7,1749,1224.3,1.333333333333333,5
ORD010896,2021-03-05,CUST02783,28,Male,Sohag,Upper Egypt,6299,Home & Garden,Kitchen,753,2,5,1430.7,Buy Now Pay Later,Budget,Mother Day,Mobile App,Mobile,Standard,4.2,False,Social Media,72107.28,81.0,3,2021,Friday,Q1,Spring,2021-01-14,50,715.35,0.47977867203219315,37.65,1506,1430.7,37.0,10
ORD010897,2023-11-03,CUST02825,30,Female,Damanhur,Delta,8511,Clothing,Womens,348,2,32,473.28,Mobile Payment,Premium,Black Friday,Referral,Mobile,Same Day,4.3,False,Print Ad,20445.7,91.0,11,2023,Friday,Q4,Fall,2021-03-27,951,236.64,0.1587122736418511,111.36,696,473.28,3.2499999999999996,7
ORD010898,2023-04-03,CUST01255,53,Female,Cairo,Greater Cairo,13995,Automotive,Parts,1776,3,18,4368.96,Mobile Payment,VIP,Ramadan,Radio,Tablet,Same Day,5.0,False,TV Ad,193981.82,79.0,4,2023,Monday,Q2,Spring,2021-10-12,538,1456.32,1.4651106639839033,319.68,5328,4368.96,12.666666666666668,10
ORD010899,2023-05-11,CUST00743,31,Male,Cairo,Greater Cairo,12286,Health,Personal Care,330,3,25,742.5,Mobile Payment,Premium,Flash Sale,Email,Mobile,Express,3.8,False,Affiliate,2673.0,60.0,5,2023,Thursday,Q2,Spring,2021-07-27,653,247.5,0.24899396378269617,82.5,990,742.5,8.0,3
ORD010900,2022-01-16,CUST02503,47,Male,Port Said,Suez Canal,11036,Health,Supplements,740,5,28,2664.0,Mobile Payment,Premium,New Year,Social Media,Tablet,Same Day,4.9,False,Social Media,51148.8,78.0,1,2022,Sunday,Q1,Winter,2021-12-22,25,532.8,0.8933601609657947,207.2,3700,2664.0,11.85714285714286,5
ORD010901,2023-07-03,CUST01607,51,Male,Ismailia,Suez Canal,6062,Books,Educational,46,1,35,29.9,Debit Card,Budget,Flash Sale,Social Media,Mobile,Express,4.0,False,Organic Search,215.28,61.0,7,2023,Monday,Q3,Summer,2021-09-26,645,29.9,0.010026827632461434,16.1,46,29.9,0.8571428571428569,7
ORD010902,2023-03-28,CUST02488,24,Male,Sharm El Sheikh,Red Sea,10509,Books,Children,82,4,0,328.0,Digital Wallet,Premium,No Campaign,Mobile App,Tablet,Express,3.8,False,Paid Search,5116.8,73.0,3,2023,Tuesday,Q1,Spring,2021-10-08,536,82.0,0.10999329309188464,0.0,328,328.0,inf,3
ORD010903,2023-03-12,CUST00049,51,Male,Damanhur,Delta,8445,Books,Children,484,2,0,968.0,Digital Wallet,Premium,No Campaign,Print,Mobile,Same Day,4.5,False,Partnership,11616.0,76.0,3,2023,Sunday,Q1,Spring,2021-09-13,545,484.0,0.32461435278336687,0.0,968,968.0,inf,6
